id,prediction
FeEuCs2I6,1.7386961
NaMoCuTlCl6,0.19928868
CuSnNaCrF6,1.0420828
CuSrMnAgCl6,0.7861291
NiRbBeNaF6,1.3206475
GaCsRbAuCl6,0.588318
MgHgLiRbF6,0.06722417
NaMnTlPbBr6,2.0214741
LiErHgTlF6,0.29445678
BePbLiRbCl6,2.897592
SrCsZnHgF6,1.4440346
CrSnRb2F6,0.0130113065
AgTlMnCsF6,0.09026503
ZnCsTiTlBr6,0.010710416
MnPtAg2Cl6,0.0018677705
NaPtCrCsF6,0.02916891
Na2AgErCl6,0.08107152
SmTlNaAuI6,-0.04036131
LiPbNaCdCl6,1.8074287
CuCsLiTmI6,0.0059140623
LiBaCrCuCl6,-0.009234098
CoAuBeAgCl6,0.017892523
